Read	Ref	flag	MAPQ	refPos	readLength	refAlnLength	matches	Inss	Dels	SNPs	medianQ	meanQ
8b14fc48-6ef9-4e03-ada9-d411f3233aa8	NC_000962.3	0	60	1918587	323	202	193	4	1	5	18.430340	18.000000
862dbba1-a176-4e8d-8d72-7d276947ead4	*	4	0	0	156	0	0	0	0	0	21.179487	22.000000
5a89b408-1bec-4284-be30-22931ee44cde	NC_000962.3	0	26	1472498	177	65	65	0	0	0	21.350283	22.000000
9d402d58-3cf1-4247-bc38-a0eb8ebab5af	*	4	0	0	141	0	0	0	0	0	12.248227	10.000000
6f2c1eb1-ed79-450d-a3aa-8c033c634603	NC_000962.3	16	60	1673169	322	215	209	2	1	4	21.316771	23.000000
171ff3c6-7ab5-43d3-8418-257375f3798b	*	4	0	0	244	0	0	0	0	0	16.856558	17.500000
aebec47b-6116-4abf-a2a8-2f40e67f6aaf	NC_000962.3	16	6	529039	228	69	63	6	1	0	15.508772	12.000000
07c89795-7b2d-4294-a16f-82a47030b710	NC_000962.3	0	60	2288500	426	320	296	14	7	10	20.948357	22.000000
7ade56e2-1e34-43c8-b3c6-be37a3c5f7e8	NC_000962.3	16	22	3641396	219	111	92	15	0	4	19.356165	19.000000
41d1b8fd-f5da-49cb-9f36-8d3af5da87a8	NC_000962.3	16	60	3640552	711	619	577	13	10	29	19.912798	22.000000
0520c16e-a748-4cd2-bc92-d01b566542c6	NC_000962.3	0	42	3122657	261	159	150	1	2	8	24.084291	26.000000
78a5a6b5-1f31-4ae7-91d2-7c8f61c7bbfe	NC_000962.3	0	60	4247611	971	856	828	19	10	9	22.784758	24.000000
56d66ce9-a6d9-47fc-8639-9fd28d28eb22	NC_000962.3	0	60	4243008	842	754	684	32	16	38	17.584324	18.000000
135e57b2-c154-4f18-8938-952dc474bbc2	*	4	0	0	174	0	0	0	0	0	14.649426	12.000000
355c62dd-cc83-4738-858e-fd4b306e931d	NC_000962.3	16	60	2715742	302	209	194	9	3	6	16.986755	17.000000
5ff98c54-e823-4362-9397-931e27bbdb4e	NC_000962.3	0	60	781898	631	510	494	5	12	11	22.955626	24.000000
c8a8fa22-a6db-46d4-a62f-9ee06413f333	NC_000962.3	0	60	1918363	547	437	425	8	0	4	22.952469	25.000000
98d82f43-2b51-4811-b7f0-d04c2460accc	NC_000962.3	0	60	778647	831	753	624	71	25	58	13.932611	13.000000
733a08ee-c0c6-4bde-add9-0f155c113fdc	NC_000962.3	0	8	4247735	273	138	128	9	7	1	18.315018	20.000000
af0850bf-83dd-4357-b87b-2a4c6fe75608	*	4	0	0	450	0	0	0	0	0	23.311111	25.000000
f9452318-f82d-4b3d-8eb5-36ad7b4939bd	NC_000962.3	0	60	1476315	592	500	460	15	9	25	17.878378	20.000000
313be2ec-a752-4de3-a209-353dce3df87a	*	4	0	0	633	0	0	0	0	0	20.939968	21.000000
3e652f58-ea59-4f7f-99f1-b839ce884f91	NC_000962.3	16	60	3640553	1095	1017	885	65	39	67	14.682192	13.000000
07f0be89-363e-45ac-bd0b-22e2e18cecf2	*	4	0	0	508	0	0	0	0	0	22.771654	24.000000
e8ae8c07-64d7-4e19-8b8a-a393ba39a027	NC_000962.3	0	60	4242948	1164	1071	957	63	28	51	15.809278	15.000000
bed082d5-4a6e-4ee6-8aef-d26eaa39c6ae	*	4	0	0	205	0	0	0	0	0	19.931707	21.500000
37b3400b-916e-4807-918e-6acb97fa560e	NC_000962.3	0	41	4243206	299	201	174	15	1	12	16.892977	18.000000
134d81d3-3d74-4138-ba41-29d363899971	*	4	0	0	189	0	0	0	0	0	17.380953	16.500000
4aa3bad5-6616-461f-8738-ae080118a72a	NC_000962.3	0	60	1476194	493	390	357	21	12	12	16.993916	17.000000
b8320a0a-578e-4b80-bdc8-531cd2b85341	NC_000962.3	0	44	3119680	206	103	96	2	2	5	14.417476	12.000000
78be7516-12bb-498c-bfc3-575c2944194a	NC_000962.3	0	60	1917772	850	743	685	27	30	31	20.055294	21.000000
a28de132-1a2e-410c-bf6a-3adba90f63dd	NC_000962.3	0	60	801037	529	425	409	9	5	7	22.304348	24.000000
d163c50a-b2de-496e-87ba-721c5ad4c71c	NC_000962.3	0	60	2715171	374	261	241	11	5	9	18.168449	19.000000
b0e07fe9-0cd7-4930-b11b-31bd32738109	*	4	0	0	272	0	0	0	0	0	23.400736	25.000000
74c8ebb2-04b5-47d6-820a-ba4aab554cb8	*	4	0	0	600	0	0	0	0	0	14.706667	13.000000
16de3f74-bde2-4f77-8264-be2aa5bfa8ca	NC_000962.3	0	35	3119554	251	128	123	1	1	4	18.996016	19.000000
65477061-318d-4fb7-8651-0944bbdf9b7a	NC_000962.3	0	26	800606	217	104	98	4	1	2	18.004608	19.000000
851ca68d-f859-4fc3-9bb1-765898c45c0b	NC_000962.3	0	60	6713	1119	1028	982	17	14	29	21.678284	24.000000
3a019201-d3e4-4628-979d-d3b6b1e5a34b	NC_000962.3	0	56	3122888	270	148	142	6	2	0	18.103704	18.000000
f44c1776-d45f-4a03-9be3-c575d402d566	*	4	0	0	368	0	0	0	0	0	20.991848	23.000000
b863ef2c-7dfe-42b0-afd4-48e65ad23118	NC_000962.3	16	60	1475740	307	193	188	1	3	4	22.938110	25.000000
a0c5f8e2-97ee-4740-91f1-b346238edfa2	*	4	0	0	226	0	0	0	0	0	11.070796	10.000000
a8c8f75c-2579-49ba-8ce9-50d399606d17	NC_000962.3	0	60	1304894	936	895	789	14	14	92	22.560898	24.000000
91998e0f-e5e5-4276-9c7f-5337538efd64	NC_000962.3	0	60	760759	715	611	586	15	8	10	22.532867	25.000000
e433dfde-7e52-40a6-b75a-68d92990db0a	NC_000962.3	16	60	778539	503	399	380	9	4	10	20.198807	21.000000
7d1ae64a-2261-4d6f-822a-f6f519f19d82	NC_000962.3	16	45	529369	208	93	91	1	0	1	22.894230	25.500000
d60aaa9a-7d2d-466b-9367-19867bb4b1e6	*	4	0	0	205	0	0	0	0	0	19.673170	20.000000
47d99aad-4243-4ab3-b5d8-e9d41d2ac940	NC_000962.3	16	21	3119212	197	93	86	2	0	5	16.878172	16.000000
a984232a-fcdd-4062-a831-da985191625f	NC_000962.3	0	60	3120169	230	121	115	2	3	4	24.078260	26.000000
063b9b74-e8e0-4618-9a34-bae150c31394	*	4	0	0	194	0	0	0	0	0	15.180412	13.000000
3facbeef-07be-4c04-9f26-3d107109300e	NC_000962.3	16	60	2155196	509	404	378	12	4	14	19.758350	21.000000
59c09242-8de8-4d87-b759-a761cd16c857	NC_000962.3	16	60	1302970	1205	1135	1046	38	22	51	18.517843	19.000000
6f13bc7c-9626-465b-9a47-d1ab6260347f	NC_000962.3	0	27	779241	182	77	73	2	1	2	16.725275	17.000000
55245c24-7f36-4c62-b335-058de269105b	NC_000962.3	0	60	1918505	442	296	273	12	9	11	18.438913	19.000000
4436e55e-e77f-4b1a-8a0d-5a5253365fde	NC_000962.3	16	60	3641012	580	496	435	26	12	35	16.298275	16.000000
252d0283-3f9b-4c66-9f2f-5f5685ba2af4	NC_000962.3	16	54	4248143	252	143	132	8	0	3	21.055555	24.000000
6629239c-3309-4d1e-86fc-72e30ea3f307	NC_000962.3	0	60	1917856	1052	944	913	12	18	19	22.115019	24.000000
a96755d7-7493-45e0-a587-38daee438516	*	4	0	0	241	0	0	0	0	0	13.970954	12.000000
fd7ea568-9d7f-48f0-bfb7-fea81c933a03	NC_000962.3	0	6	1918358	182	64	64	0	4	0	23.554945	27.000000
2370a049-b877-49fe-8700-201b79cfb5b2	NC_000962.3	16	60	528953	458	371	330	9	0	32	22.148472	24.000000
b297a13f-bd24-4dd9-898f-89ae81256380	NC_000962.3	16	60	2715144	404	299	283	8	6	8	19.297029	20.000000
566414b0-f584-4579-9b95-92808a585af8	NC_000962.3	16	60	4248219	301	214	181	10	0	23	17.534883	19.000000
4d259cf5-15f2-4a7d-8d90-29ca8d50d578	*	4	0	0	187	0	0	0	0	0	17.524065	19.000000
3dd98331-f483-479b-bfba-33658e63ee9e	NC_000962.3	16	60	491102	205	99	98	1	0	0	22.014635	23.000000
c0a115b0-8dd1-44ad-8a1e-a5dddb8ded14	NC_000962.3	0	60	3986907	731	635	584	18	13	33	18.117647	18.000000
7fab9c1f-5a48-42d9-b0b2-8a516e1b2a46	*	4	0	0	261	0	0	0	0	0	19.122606	21.000000
f6951554-5084-4858-bc03-7c92853d3864	NC_000962.3	16	60	4242944	759	652	622	17	11	13	19.861660	21.000000
e8a359e1-24df-40ad-a9b3-e2d1e3e50a7c	NC_000962.3	16	60	528750	923	803	776	20	17	7	20.412785	21.000000
562b5585-9b41-493f-8656-a9de3554d61c	NC_000962.3	0	60	4407645	894	797	736	24	16	37	19.105145	20.000000
1946cac9-8374-43ea-ba08-d8c38f9cf925	*	4	0	0	236	0	0	0	0	0	24.402542	25.000000
6bae09e5-03dd-45f9-aecf-abe9b089bf6e	*	4	0	0	182	0	0	0	0	0	22.730770	26.000000
dcc2e8e5-bb43-4b7e-9f86-39b1d4441f9e	*	4	0	0	189	0	0	0	0	0	19.873016	21.000000
0c0edc4e-63cf-45bf-961b-1b46881a2689	NC_000962.3	16	60	1460558	567	465	432	10	8	23	17.786596	18.000000
149e266b-d4c3-4838-a533-aac2cadbb75f	NC_000962.3	16	35	3640988	252	142	134	2	2	6	14.353174	13.000000
692f6a92-8962-4ec7-80ba-6c794702f852	NC_000962.3	16	60	1674236	836	733	693	19	14	21	19.777512	21.000000
11d0b8fa-d7ce-42bd-9209-81c981a76e9c	NC_000962.3	0	60	4247600	426	320	299	11	4	10	18.302816	18.000000
3b702d5f-45a6-412a-973f-2834ce5ab868	*	4	0	0	225	0	0	0	0	0	15.071111	13.000000
f3eb49cb-eff2-4e4f-a7b9-ebe36f48bd19	NC_000962.3	0	60	4247480	1080	989	880	64	26	45	17.295370	17.000000
06e929eb-4d89-4472-ba5a-0837c34b039f	*	4	0	0	287	0	0	0	0	0	22.675959	24.000000
ae429d39-08f1-4aba-9073-392c4a451425	*	4	0	0	265	0	0	0	0	0	22.377359	25.000000
39ad3508-e1c3-4cf1-a9f9-b2607f4e1e5a	NC_000962.3	0	17	4247611	212	68	67	1	3	0	17.146227	15.000000
76d8d82b-29c7-48a5-ac1e-c0cbbcd67232	*	4	0	0	250	0	0	0	0	0	14.692000	14.000000
cf55bf1b-482d-4ad4-b20a-d301baba5bb5	NC_000962.3	0	60	4408220	351	222	211	7	5	4	21.450142	24.000000
7abc77cf-abc2-4648-8563-e44d25354fd9	NC_000962.3	0	60	778717	854	759	699	25	18	35	18.203747	19.000000
03b4a2ac-97c8-4477-9a5b-82fa36f494fc	NC_000962.3	0	60	4247556	1043	888	796	53	32	39	15.394055	14.000000
78666b6f-8942-4ebd-8e0d-37cd5ac18f9e	NC_000962.3	16	60	800473	1049	945	919	8	12	18	24.775976	27.000000
fd79a571-c174-4c53-80e9-5972a0f25969	*	4	0	0	318	0	0	0	0	0	16.845911	17.000000
2d654802-9c61-4e37-9869-bc6debc6deb7	*	4	0	0	266	0	0	0	0	0	13.315789	10.000000
c54d4e17-3006-453f-8bb0-bdb20baa6da4	NC_000962.3	0	26	4247632	256	121	115	2	1	4	18.558594	19.500000
2fbc3a1a-c7d7-4041-8129-054cea511b58	NC_000962.3	0	60	2288960	559	450	398	32	11	20	13.508050	11.000000
e889f356-9a3a-4704-b2f6-3b147f24ec9a	NC_000962.3	0	60	4243146	478	348	321	18	12	9	17.495815	17.000000
46d58b8b-fd29-4a35-8b5f-a8d25fcea43a	NC_000962.3	0	60	4407777	762	667	589	35	13	43	15.834645	16.000000
ea19b82c-7bab-49ed-8cb3-bdfe4c8345d0	*	4	0	0	182	0	0	0	0	0	18.494505	18.000000
916a9100-1639-4e2a-80ff-80f472ce3ad9	NC_000962.3	16	60	1305015	736	574	535	15	14	24	17.313858	18.000000
ababf7d2-6fd2-4c4e-9987-4e98011f49dc	NC_000962.3	16	35	3122540	200	98	92	3	0	3	21.615000	23.500000
95fae4b7-2dd6-404a-b42e-091f9329aea6	NC_000962.3	16	60	3986911	270	160	151	4	2	5	20.133333	22.000000
77ac15f6-e837-4b48-b49f-421260cbcdcf	NC_000962.3	0	60	1674472	622	501	452	29	27	20	14.271704	12.000000
8269b393-e6bb-4881-a93d-d9004fc23c2b	*	4	0	0	236	0	0	0	0	0	16.741526	16.000000
b454f327-cf02-4ace-a710-edff7e01ce4e	NC_000962.3	0	50	3119541	279	184	167	10	1	7	17.767025	19.000000
1865b461-9fd2-4ab1-84d0-39965f22c627	NC_000962.3	0	60	2715162	888	813	729	39	10	45	15.998874	15.500000
48a3bca0-fa49-457e-992e-9f556bad33a8	*	4	0	0	198	0	0	0	0	0	22.656565	24.000000
2ab1f6e3-3727-449e-af94-e46276a1d325	NC_000962.3	0	51	3986775	221	112	110	1	2	1	24.153847	27.000000
e118fa19-a3cd-4db5-b286-b5261f10d287	NC_000962.3	0	60	1917817	1109	983	906	48	33	29	16.595131	16.000000
b0150aa8-a6e8-4d09-9ac6-935eece53bc5	*	4	0	0	322	0	0	0	0	0	22.944099	25.000000
08db6015-d665-433b-8526-f729c08028a0	*	4	0	0	532	0	0	0	0	0	19.030075	20.000000
a7441ec3-b07d-44f7-b474-4d91bc994d0e	NC_000962.3	16	60	2715462	448	316	303	9	10	4	20.339285	22.000000
bc222375-3ce8-4a85-afc6-f3a4d8ae2659	NC_000962.3	0	60	1476337	598	491	455	14	14	22	18.269230	19.000000
a7325b37-55cf-4ff1-bd0b-86dc86a34ab1	*	4	0	0	219	0	0	0	0	0	22.885845	25.000000
8eb49692-3422-4051-842f-bebb02fe715f	*	4	0	0	180	0	0	0	0	0	21.655556	23.000000
889c2f20-ae0e-4a12-b970-603dc5b5279d	NC_000962.3	0	60	2715463	688	578	567	5	11	6	22.594477	25.000000
e235d613-aee8-4995-bf7b-6c743b81bd0a	NC_000962.3	16	21	800936	219	83	79	4	0	0	20.210045	23.000000
02d56a01-6ae2-4728-9fe6-1091f219738e	NC_000962.3	16	60	4247911	455	336	311	17	10	8	15.595604	14.000000
7775c765-89a5-45c9-af89-5c210f6eb054	NC_000962.3	0	18	3122181	232	129	111	10	3	8	16.120689	14.000000
96a1c9d6-b819-4488-96a3-7bae40b5ebb6	*	4	0	0	307	0	0	0	0	0	14.475570	12.000000
f5f98e0c-4a3e-4646-b8cd-3d6ae438a66a	NC_000962.3	0	9	1303157	189	83	76	3	0	4	19.317461	21.000000
7d4c351b-0c4c-4501-bd4f-304e4635542c	NC_000962.3	0	60	1461120	383	259	247	4	7	8	17.161880	16.000000
b2f280f5-52be-48a0-90de-c57a9b6a0113	NC_000962.3	16	60	781667	535	431	408	14	2	9	23.076635	25.000000
117f0bb8-51ab-418b-9c14-31fd34b04e41	NC_000962.3	0	58	3122013	328	212	188	11	10	13	19.990854	21.000000
117f0bb8-51ab-418b-9c14-31fd34b04e41	NC_000962.3	256	0	3120140	328	183	162	7	10	14	0.000000	0.000000
34f80970-60a4-480b-8775-65c4ec3821f8	NC_000962.3	0	60	1918358	369	270	232	14	4	24	16.468834	15.000000
15d8ff02-3d10-4fde-896f-e539cdb5ab39	NC_000962.3	16	60	800473	466	341	333	3	6	5	24.049356	26.000000
f503901c-1879-4c07-97b9-44047a9f6c61	NC_000962.3	16	43	3119438	212	104	97	1	3	6	18.391510	20.000000
22502a41-5e32-4352-a347-88de9d123570	*	4	0	0	250	0	0	0	0	0	19.364000	20.000000
c056e081-937b-4bbc-9d28-0b3b51b1ec33	NC_000962.3	0	60	1674506	573	452	405	23	15	24	13.815009	12.000000
5d63e083-b501-4bd8-9e8b-e993cd38bd10	NC_000962.3	16	60	4326611	668	569	540	12	9	17	19.266466	21.000000
9ad6ee57-caba-4a07-b0b6-90b3d8c589f7	*	4	0	0	215	0	0	0	0	0	21.627907	24.000000
c793bae4-3c9a-4941-9daa-15e5ce9d0d76	NC_000962.3	0	60	1918204	678	596	522	29	17	45	17.081121	17.000000
0e7a7a6c-b1c3-40e4-b2f0-c2efd8e92e32	*	4	0	0	249	0	0	0	0	0	12.192771	10.000000
3657e352-e832-449a-b9aa-d70d6ca7f550	NC_000962.3	16	60	2715274	278	168	165	0	0	3	23.323742	25.000000
1a1d2153-c3fe-4f25-b3a2-f61136fff813	NC_000962.3	0	15	3122663	195	79	78	1	1	0	18.143589	20.000000
d0728c63-926e-4518-8884-495527c0948a	NC_000962.3	0	60	3120129	263	153	148	4	3	1	19.863117	22.000000
f461a400-8786-470e-92ee-4d4247c3c2a5	*	4	0	0	215	0	0	0	0	0	22.511627	23.000000
2f4f2bce-10d8-4ef8-8d50-69744121b572	NC_000962.3	16	60	800924	346	237	234	2	2	1	22.228323	24.000000
5e4a1733-3587-40e8-a1a8-60bf1d3e2ad9	*	4	0	0	197	0	0	0	0	0	19.045685	20.000000
6eb28725-4156-432a-9566-f7874b4467ef	*	4	0	0	273	0	0	0	0	0	20.216118	21.000000
dfc1ddcb-9697-4f70-be30-f2019c33e1bd	*	4	0	0	181	0	0	0	0	0	21.646408	24.000000
5a4bd848-535f-431d-ad75-8b082140c11d	*	4	0	0	189	0	0	0	0	0	14.920635	15.000000
0d19989e-422b-4020-acca-95ae50898c0e	NC_000962.3	0	60	3642533	468	344	320	11	13	13	16.151709	14.000000
cd5dbe0a-7404-49d8-ac67-a6797d8b5078	NC_000962.3	16	60	1476595	288	184	174	3	0	7	22.361111	25.000000
2188cdaa-69a6-48dd-9308-81bfea247fed	NC_000962.3	16	60	1305304	427	230	220	7	1	3	18.864168	19.000000
3bf41653-4c29-4559-9d47-918235d0a7a4	*	4	0	0	377	0	0	0	0	0	23.538462	26.000000
a53ebbff-4040-41b1-9dce-95ae6e6fa086	NC_000962.3	16	60	1460472	842	731	706	14	8	11	22.484560	25.000000
d49dc204-2eed-4f6c-9978-0f9875860e4b	NC_000962.3	0	60	3122702	296	186	180	2	5	4	18.905405	20.000000
387470c6-cba0-4c39-9004-a6f7a0353c6d	*	4	0	0	296	0	0	0	0	0	17.064190	15.000000
a07eba12-0dd8-4d72-acaa-16702b03818c	*	4	0	0	370	0	0	0	0	0	20.802702	23.000000
6c28843b-753f-45fa-bef2-fda87cd1dc6a	*	4	0	0	462	0	0	0	0	0	17.971861	18.000000
5a60aa30-4819-41d2-bc30-ed1e86902647	NC_000962.3	0	60	4407325	362	253	232	14	1	7	17.687845	19.000000
4b1e26c0-24c5-4fa8-ac07-370a665e3481	*	4	0	0	859	0	0	0	0	0	18.147846	19.000000
afaa226b-0118-4a73-8862-a635926da6c8	*	4	0	0	245	0	0	0	0	0	17.865307	19.000000
27863371-76d3-4573-aa09-de171be75eb3	NC_000962.3	16	55	1674765	281	159	143	13	7	3	14.711743	13.500000
ba5ea1be-bd78-43f4-84b2-6cb55bcc80ad	NC_000962.3	0	60	3641276	597	466	446	13	17	7	19.247906	20.000000
1f89d44d-3bda-4672-b478-e5a8bba39374	NC_000962.3	16	60	3120095	334	236	222	6	3	8	17.787426	19.000000
f3b8d100-2c8f-4672-8725-c094b949b724	*	4	0	0	156	0	0	0	0	0	23.205128	27.000000
8388b5dc-59f2-4cdf-93d0-6862d51ecedc	*	4	0	0	213	0	0	0	0	0	17.596245	16.000000
abd094c9-aa2b-4900-b6db-77045f71b1a1	NC_000962.3	0	60	779038	516	439	386	24	2	29	15.771317	14.000000
7c65afe1-6cf2-4a90-a920-a69f09dca63a	*	4	0	0	347	0	0	0	0	0	19.017290	20.000000
67032dc8-e969-4cc1-b80e-a085c3e6a09f	NC_000962.3	16	31	3119289	235	134	116	6	1	12	13.910638	13.000000
71a671c0-ba32-42c7-9bb0-4aa81177ea9b	NC_000962.3	16	60	1917721	364	213	203	10	3	0	17.777473	18.000000
53d6577a-7a78-47fb-9524-5a427b7ab2cb	*	4	0	0	367	0	0	0	0	0	22.092644	23.000000
e6a9bc95-e53d-4771-9284-e6c5c173aba5	*	4	0	0	282	0	0	0	0	0	18.882978	18.000000
d13986fb-ac22-4c66-a1e4-691809278c63	NC_000962.3	0	60	1674359	741	614	553	43	28	18	15.666667	15.000000
4c5f744a-85cf-41db-8948-dddf334de6f2	*	4	0	0	318	0	0	0	0	0	16.182390	15.000000
e3069472-4748-4f68-bcd9-f3451f15c5a7	NC_000962.3	16	60	1460465	864	777	723	29	10	25	18.802084	20.000000
60561916-21ad-45d1-bd06-58b9e5163d13	*	4	0	0	538	0	0	0	0	0	19.449814	21.000000
8a6a0d4e-2217-412e-8c72-267a659ac25f	*	4	0	0	195	0	0	0	0	0	27.025640	29.000000
aa0ed439-4530-453d-9abe-b4c5f7f7d0f3	NC_000962.3	0	22	3122669	345	173	163	6	4	4	18.753624	20.000000
fa102390-b275-420a-9d41-5e9f607d668f	NC_000962.3	0	60	529554	248	117	115	2	4	0	19.979839	22.000000
82d0cd69-a86c-4c90-9566-2b2620046fa8	NC_000962.3	0	60	529130	647	542	528	2	9	12	24.035549	26.000000
fe5691aa-57e1-4db8-b9eb-e71618307abc	NC_000962.3	16	60	6505	283	165	159	3	1	3	18.876326	19.000000
53a16da1-88a6-4dde-8eaf-467f4fdd45a3	*	4	0	0	425	0	0	0	0	0	21.461176	23.000000
da75fb29-8f07-418e-ab64-dca95640031b	NC_000962.3	16	60	2715152	403	290	271	11	4	8	17.129032	17.000000
5742dde4-6410-4c31-a27a-c37ef97a8a08	NC_000962.3	16	60	1917725	353	233	224	6	6	3	18.759207	19.000000
4562d749-c66a-4291-975d-acba402c9c88	NC_000962.3	0	60	1460861	348	234	212	8	1	14	18.617817	19.000000
60c2055b-5ef5-4a65-a084-e829d5aefcd3	NC_000962.3	0	60	4243593	520	428	382	15	10	31	19.525000	21.000000
2b2fd4c3-a382-451a-a770-55e75400efac	NC_000962.3	0	18	1917754	438	289	238	19	5	32	13.753425	13.000000
930898a0-c459-4d0a-9be6-a2c5341ae69b	*	4	0	0	267	0	0	0	0	0	14.801498	13.000000
5ea3b89e-3d0d-4915-ad40-82bed215b1a1	NC_000962.3	16	60	7306	501	398	374	17	4	7	22.760479	24.500000
382a6d30-45a0-49bf-a706-2edc5780bcd3	*	4	0	0	263	0	0	0	0	0	16.695818	15.000000
1b7e1f3d-c997-405c-9078-071b48e29f88	NC_000962.3	16	60	529492	257	154	148	1	0	5	21.338522	23.000000
5c770a53-8d8f-49fc-9040-6cafc3b8e3a0	NC_000962.3	0	49	490818	259	151	136	3	2	12	17.594595	18.000000
ebaf3183-70c4-4e6f-bc95-4886a32ed274	*	4	0	0	187	0	0	0	0	0	18.935829	19.000000
08e53908-0681-4aef-9ac3-5c7adad07cfe	NC_000962.3	0	50	3120200	272	159	147	4	4	8	16.488970	16.000000
fa2284b7-c09e-4c97-8710-4a4a1542e373	NC_000962.3	0	60	4247792	776	675	635	18	18	22	16.306702	16.000000
a72ffadc-32e9-4dda-9a44-3075d0d6238b	*	4	0	0	300	0	0	0	0	0	18.480000	19.000000
db41d984-1bf6-43d7-92fc-916981ac414c	NC_000962.3	0	60	4243593	304	201	191	7	2	3	18.085526	19.000000
c472ff57-0cb9-4bf2-8c11-729b2d5a413a	NC_000962.3	16	60	1460464	659	547	516	21	10	10	19.711685	21.000000
df12b20e-bcd3-4b00-80d6-50398878d3cf	NC_000962.3	0	1	3122217	185	59	58	0	0	1	18.475676	20.000000
87c74b34-79ee-4ecb-89b7-870b0be5d03e	NC_000962.3	0	51	3120260	231	95	95	0	1	0	16.913420	16.000000
7d06bb08-af6d-4401-b5f2-bf478c83ed8e	NC_000962.3	16	10	2715396	190	90	81	3	3	6	21.321053	24.000000
3e370238-22e6-4c2f-b3a0-18252610ccc8	NC_000962.3	0	26	3122225	200	85	82	1	4	2	20.155001	22.000000
bf200e9d-5cfe-4f26-bfa2-b8c745830165	NC_000962.3	0	60	1476084	808	731	668	32	5	31	19.147278	20.000000
33c21211-0ed8-4da1-885b-9c41a1c76d1d	*	4	0	0	176	0	0	0	0	0	16.193182	14.000000
ab9db7a9-f794-4e35-b482-3aa8bb3700d6	NC_000962.3	0	60	800537	1057	948	919	17	11	12	22.404919	24.000000
102d435c-c352-4645-a128-b9d198eeeed6	NC_000962.3	16	10	3122085	243	84	81	0	2	3	17.691359	18.000000
c5b8c50b-d0f7-4054-b76d-5bd03329222c	*	4	0	0	206	0	0	0	0	0	19.067961	20.000000
0b17ec23-4313-45fe-81de-b4b5084e2720	*	4	0	0	214	0	0	0	0	0	20.719625	23.000000
b0c2ec0b-a7a2-4da5-90a0-f48c8248fc7b	*	4	0	0	237	0	0	0	0	0	13.763713	12.500000
644b458e-85b6-43d7-91e0-74be08de86bf	NC_000962.3	0	60	3642221	279	166	162	2	0	2	16.559139	16.000000
20f5b675-7f64-4c11-89ad-58033abed63f	NC_000962.3	0	60	3120278	271	160	155	1	0	4	22.239853	24.000000
f3ce4b29-372e-42dc-863d-03a93f67c8fa	NC_000962.3	0	60	1475789	1127	1035	976	26	16	33	21.786158	23.000000
c2b5cdd2-a7b3-47c5-adf8-2c042c2fdd58	NC_000962.3	0	60	3122654	266	162	153	3	1	6	19.342106	21.000000
1d45f67c-a898-4b1b-8c3c-885cc94971dc	NC_000962.3	16	60	781383	390	270	246	9	6	15	16.766666	16.000000
5751415a-b9d1-48d0-bb70-21d2d378d20f	*	4	0	0	345	0	0	0	0	0	21.762320	23.000000
8737e634-c917-4899-bf0b-c32ad8136235	NC_000962.3	0	60	4247514	1062	954	914	22	16	18	17.853107	18.000000
9a22f897-7011-4c1c-95fc-3976812bbf3d	*	4	0	0	103	0	0	0	0	0	14.601942	13.000000
902fbdcd-c4b3-4d7e-9dd2-8ac65f3a7e2c	NC_000962.3	0	60	3122097	332	212	197	10	3	5	16.328314	16.000000
10c97deb-867b-44e9-a90d-3d46a11c502b	NC_000962.3	16	60	490760	981	825	742	53	29	30	16.261978	15.000000
5fd91322-2719-4a6a-985c-cc2dfcdfb4b2	*	4	0	0	212	0	0	0	0	0	16.570755	15.000000
5c51ac49-387b-4ae1-9a2c-1b736535448a	NC_000962.3	0	60	3641914	371	272	259	8	2	5	19.722372	21.000000
070d7633-cc9b-43b0-92e4-eaedd2e3b40c	NC_000962.3	16	60	4247362	757	649	622	14	13	13	21.130779	22.000000
f0b99075-bdb6-4241-b07c-10f6b4381557	NC_000962.3	16	60	3640554	1040	954	855	47	23	52	15.075961	15.000000
f3353a0b-1d6e-45d0-9a34-cf46c7cef061	NC_000962.3	0	60	781489	889	798	735	26	20	37	15.932508	15.000000
5fc193ff-9ad8-4c4a-8f72-5104ca75416b	NC_000962.3	0	9	3119679	274	134	123	8	2	3	20.919708	22.000000
f444921a-f90d-40bd-b4b4-2085f44e3e72	*	4	0	0	184	0	0	0	0	0	20.750000	22.000000
7f4106e3-d7c9-4005-98d8-0a9e87bd4ba3	*	4	0	0	311	0	0	0	0	0	13.012862	12.000000
90f4a28f-cdb9-446a-9f83-f8165fa1f7c4	*	4	0	0	251	0	0	0	0	0	19.808765	20.000000
a89bda73-e282-4171-8739-5241bb8b1e42	NC_000962.3	0	60	4243448	436	343	301	15	6	27	15.536697	13.500000
f31039d4-d729-4633-84f3-d378e335de9d	NC_000962.3	16	60	1460467	494	372	349	15	7	8	16.070850	16.000000
fcb12af2-d88a-4f49-87be-9d6d4f48b500	*	4	0	0	419	0	0	0	0	0	21.446301	22.000000
2b0645af-dfd9-4fd7-a68f-64634f663c22	NC_000962.3	16	60	4326608	474	365	353	1	5	11	22.318565	24.000000
38e863d0-911c-4953-934b-01d812c446db	NC_000962.3	0	60	3642045	961	852	827	13	11	12	23.727367	25.000000
c67608aa-db98-4a8c-8501-d7a6972862c4	NC_000962.3	16	60	3640553	1043	952	900	21	12	31	21.096836	22.000000
92794a74-62e7-4ea8-ac83-e00156612625	*	4	0	0	647	0	0	0	0	0	19.809893	21.000000
